0,-10.0
2,100.0
4,-10.0
6,-10.0
8,-10.0
10,0.0
12,-10.0
14,-10.0
16,-10.0
18,-10.0
20,-10.0
22,-10.0
24,-10.0
26,-10.0
28,-10.0
30,-10.0
32,-10.0
34,-10.0
36,-10.0
38,-10.0
40,-10.0
42,-10.0
44,-10.0
46,-10.0
48,-10.0
50,0.0
52,0.0
54,-10.0
56,-10.0
58,90.0
60,0.0
62,-10.0
64,-10.0
66,-10.0
68,-10.0
70,0.0
72,-10.0
74,-10.0
76,-10.0
78,-10.0
80,-10.0
82,-10.0
84,-10.0
86,-10.0
88,-10.0
90,-10.0
92,-10.0
94,-10.0
96,-10.0
98,-10.0
100,0.0
102,-10.0
104,-10.0
106,-10.0
108,-10.0
110,-10.0
112,-10.0
114,-10.0
116,-10.0
118,-10.0
120,-10.0
122,90.0
124,-10.0
126,-10.0
128,-10.0
130,-10.0
132,-10.0
134,-10.0
136,200.0
138,-10.0
140,-10.0
142,-10.0
144,-10.0
146,-10.0
148,-10.0
150,100.0
152,100.0
154,-10.0
156,-10.0
158,-10.0
160,0.0
162,90.0
164,-10.0
166,-10.0
168,90.0
170,-10.0
172,-10.0
174,-10.0
176,-10.0
178,-10.0
180,-10.0
182,90.0
184,-10.0
186,-10.0
188,-10.0
190,-10.0
192,-10.0
194,-10.0
196,-10.0
198,-10.0
200,0.0
202,-10.0
204,-10.0
206,-10.0
208,-10.0
210,-10.0
212,-10.0
214,-10.0
216,-10.0
218,-10.0
220,0.0
222,-10.0
224,-10.0
226,-10.0
228,-10.0
230,-10.0
232,-10.0
234,-10.0
236,-10.0
238,-10.0
240,-10.0
242,-10.0
244,90.0
246,-10.0
248,-10.0
250,-10.0
252,-10.0
254,-10.0
256,-10.0
258,-10.0
260,-10.0
262,-10.0
264,-10.0
266,-10.0
268,-10.0
270,-10.0
272,-10.0
274,-10.0
276,-10.0
278,-10.0
280,-10.0
282,-10.0
284,-10.0
286,-10.0
288,-10.0
290,90.0
292,-10.0
294,190.0
296,-10.0
298,-10.0
300,-10.0
302,-10.0
304,-10.0
306,-10.0
308,-10.0
310,-10.0
312,-10.0
314,90.0
316,-10.0
318,-10.0
320,0.0
322,-10.0
324,-10.0
326,-10.0
328,-10.0
330,0.0
332,-10.0
334,-10.0
336,-10.0
338,-10.0
340,-10.0
342,-10.0
344,90.0
346,-10.0
348,-10.0
350,-10.0
352,-10.0
354,-10.0
356,-10.0
358,-10.0
360,-10.0
362,90.0
364,-10.0
366,-10.0
368,-10.0
370,0.0
372,-10.0
374,-10.0
376,290.0
378,-10.0
380,-10.0
382,-10.0
384,90.0
386,90.0
388,-10.0
390,-10.0
392,-10.0
394,-10.0
396,90.0
398,-10.0
400,-10.0
402,-10.0
404,-10.0
406,90.0
408,190.0
410,190.0
412,-10.0
414,100.0
416,-10.0
418,90.0
420,200.0
422,-10.0
424,90.0
426,90.0
428,0.0
430,0.0
432,-10.0
434,190.0
436,-10.0
438,-10.0
440,-10.0
442,200.0
444,300.0
446,-10.0
448,-10.0
450,190.0
452,-10.0
454,-10.0
456,90.0
458,-10.0
460,-10.0
462,190.0
464,190.0
466,-10.0
468,90.0
470,-10.0
472,-10.0
474,-10.0
476,200.0
478,90.0
480,0.0
482,-10.0
484,190.0
486,290.0
488,200.0
490,-10.0
492,-10.0
494,90.0
496,90.0
498,190.0
500,-10.0
502,190.0
504,90.0
506,90.0
508,-10.0
