2.11397358221e-22,-7.5007945204e-25,2.49505289747
1.89278965251e-22,4.19941230631e-24,2.49222907236
5.96595665988e-23,-8.07096175344e-24,2.48888152649
-1.3965583966e-22,1.14858654076e-24,2.48501876581
-4.02367955693e-22,-2.35276831096e-24,2.4806443051
-7.39927686198e-22,5.12057624806e-24,2.47575955084
-1.15714962027e-21,2.81368390512e-23,2.47036501678
-1.62331733341e-21,6.94792201902e-23,2.46446083645
-2.11804929226e-21,1.27541140844e-22,2.4580469793
-2.69697916178e-21,2.2327263692e-22,2.4511233418
-3.31967120132e-21,3.0731695528e-22,2.44368978589
-3.99264583969e-21,3.98019018104e-22,2.43574615514
-4.69404401486e-21,5.14763022389e-22,2.42729228161
-5.46415430506e-21,6.84717068626e-22,2.41832798872
-6.24799137861e-21,8.87280803815e-22,2.40885309242
-7.09035374242e-21,1.08776589081e-21,2.39886740175
-8.017596589e-21,1.28620360558e-21,2.38837071899
-9.05691824746e-21,1.44786650161e-21,2.37736283979
-1.01271724446e-20,1.61967553502e-21,2.36584355316
-1.12621134813e-20,1.83185672859e-21,2.35381264148
-1.24628830421e-20,2.09689392403e-21,2.34126988054
-1.37189982832e-20,2.3616786024e-21,2.32821503946
-1.49870404248e-20,2.60076305172e-21,2.31464788073
-6.31582952868e-11,-1.08216909857e-20,2.30095080988
-2.77868921504e-11,7.0731864519e-13,2.28744515385
4.13312530391e-10,7.42096876685e-13,2.27421190913
1.51314777118e-09,-3.94466093513e-12,2.26124265527
3.45596522164e-09,-1.85713634538e-11,2.24850778149
6.40939059205e-09,-4.79903475122e-11,2.2359791338
1.05341181568e-08,-9.65001178994e-11,2.22363642533
1.5936372937e-08,-1.688174729e-10,2.21145891441
2.27641488135e-08,-2.69250867422e-10,2.19943746931
3.12323031542e-08,-4.00995586361e-10,2.18756836905
4.15706243204e-08,-5.6827187335e-10,2.17585014318
5.39852396905e-08,-7.77321979864e-10,2.16428224923
6.87487513132e-08,-1.03474585469e-09,2.15285673087
8.61421381081e-08,-1.34160462195e-09,2.14157052887
1.0641030063e-07,-1.70030484572e-09,2.13042255841
1.29775849171e-07,-2.11470520034e-09,2.11941250827
1.56573042175e-07,-2.58723208394e-09,2.10854034515
1.87128626228e-07,-3.1188549338e-09,2.0978061371
2.21696991377e-07,-3.71239376531e-09,2.08720997767
2.60521276205e-07,-4.37008851337e-09,2.07675195962
3.03942711706e-07,-5.09157218278e-09,2.06643216758
3.52311566697e-07,-5.87585986458e-09,2.05624632936
4.05859126751e-07,-6.72511590094e-09,2.04619281138
4.64821033488e-07,-7.63960829732e-09,2.03627104551
5.29525704483e-07,-8.61747583803e-09,2.02648088166
6.00268747833e-07,-9.6556132996e-09,2.01681795805
6.77239952275e-07,-1.07537222772e-08,2.00728062366
7.6065510653e-07,-1.19096737707e-08,1.99786831551
8.50803930586e-07,-1.31204877591e-08,1.98858089313
9.47895077611e-07,-1.43825426926e-08,1.9794132334
1.05203228204e-06,-1.56906442807e-08,1.97035959207
1.16335890702e-06,-1.7038202141e-08,1.96141596933
1.25369465755e-19,-9.36730193813e-18,2.5
5.49869696897e-08,-5.89701621626e-10,2.49645240557
1.33532897746e-07,-1.41503385099e-09,2.49231139157
2.22158231474e-07,-2.32105413531e-09,2.48798330696
3.15165973814e-07,-3.24308214204e-09,2.48363956705
4.10126500513e-07,-4.15223184761e-09,2.47935250455
5.05988078306e-07,-5.03226125233e-09,2.47515265787
6.02176455024e-07,-5.87679645314e-09,2.47096121362
6.98537474347e-07,-6.6800927053e-09,2.46674972529
7.95049681192e-07,-7.4370526398e-09,2.46250888872
8.91733422826e-07,-8.14251301398e-09,2.45823635098
9.88625645301e-07,-8.79245498377e-09,2.45393206688
1.08577978496e-06,-9.3745529154e-09,2.44967381938
1.18329538274e-06,-9.88564466048e-09,2.44547862773
1.28127028624e-06,-1.03244939966e-08,2.44134622681
1.37980463679e-06,-1.06911810741e-08,2.43727309285
1.47903936146e-06,-1.09885331082e-08,2.43325611735
1.57909171139e-06,-1.12163498224e-08,2.42929073008
1.68008273419e-06,-1.13759459531e-08,2.42537497594
1.78213877456e-06,-1.14690234226e-08,2.42150806614
1.88541878259e-06,-1.14977571629e-08,2.41768969391
1.99009982196e-06,-1.14647934633e-08,2.41391974919
